Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & Caribbean,LCN,2.32414485367923,2.25212191358024
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & Caribbean (excluding high income),LAC,2.78235709149245,2.17408413342914
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.27205987230148,2.0872308916202
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Least developed countries: UN classification,LDC,3.47796666914965,3.31925372703833
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Low & middle income,LMY,3.22703471046145,2.72643037388825
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Low income,LIC,3.43946902997593,2.80270307928101
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lower middle income,LMC,4.30866979122307,3.39341969627979
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Middle East & North Africa,MEA,2.08766938046983,1.00582004702132
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Middle East & North Africa (excluding high income),MNA,4.46231108475485,1.95176821052894
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,5.26965008182545,2.47857885221637
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Middle income,MIC,3.22703471046145,2.70121120014359
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North America,NAC,2.35540448470459,1.88073954968806
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Not classified,INX,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,OECD members,OED,1.93246812286361,1.74071267870177
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Other small states,OSS,2.64707073265592,1.85841219126974
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pacific island small states,PSS,2.89621932270308,1.40719939417023
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Post-demographic dividend,PST,1.73860861988181,1.61963190184049
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pre-demographic dividend,PRE,2.96760366004454,2.37758732789788
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Small states,SST,2.28005326857485,1.51744941411171
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Asia,SAS,3.33139516437675,3.62894965885467
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Asia (IDA & IBRD),TSA,3.33139516437675,3.62894965885467
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa,SSF,4.09297819300638,2.80270307928101
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa (excluding high income),SSA,4.27462198610544,2.83514555687505
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,4.09297819300638,2.80270307928101
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Upper middle income,UMC,2.56572880132714,1.82991680777025
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,2.44258329692818,2.18690154543462
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 10/26/2023,,,,,
